name,year,total_population,median_contract_rent,median_home_value,price_to_rent
"Asheville, North Carolina",2015,87884,795,202200,21.194968553459123
"Asheville, North Carolina",2016,88507,789,201600,21.29277566539924
"Asheville, North Carolina",2017,89098,810,251300,25.85390946502057
"Asheville, North Carolina",2018,91916,970,267000,22.938144329896907
"Asheville, North Carolina",2019,92460,969,294700,25.343997248022017
"Toms River, New Jersey",2010,94408,976,299900,25.606215846994534
"Toms River, New Jersey",2011,89390,1209,311400,21.464019851116625
"Toms River, New Jersey",2012,89032,1067,292000,22.80537332083724
"Toms River, New Jersey",2013,88984,1035,276700,22.278582930756844
"Toms River, New Jersey",2014,89957,1096,281900,21.434002433090026
"Toms River, New Jersey",2015,89490,1327,270900,17.0120572720422
"Toms River, New Jersey",2016,87750,1243,284700,19.086886564762672
"Toms River, New Jersey",2017,88283,1169,286600,20.43056743655546
"Toms River, New Jersey",2018,89861,1252,284800,18.95633652822152
"Toms River, New Jersey",2019,91268,1183,291800,20.555085939701325
"Newton, Massachusetts",2010,84596,1367,685400,41.78249207510363
"Newton, Massachusetts",2011,85302,1403,680200,40.401520551199816
"Newton, Massachusetts",2012,85946,1439,684000,39.610840861709534
"Newton, Massachusetts",2013,86304,1409,689900,40.80317009699551
"Newton, Massachusetts",2014,87977,1578,742000,39.18462188424166
"Newton, Massachusetts",2015,88298,1533,802400,43.61817786475321
"Newton, Massachusetts",2016,88809,1682,809700,40.11593341260404
"Newton, Massachusetts",2017,89041,1674,884000,44.00637196336122
"Newton, Massachusetts",2018,88989,1665,930400,46.566566566566564
"Newton, Massachusetts",2019,88911,1843,975400,44.103816241635016
"Livermore, California",2010,81095,1193,478800,33.445096395641244
"Livermore, California",2011,81178,1204,472000,32.668881506090806
"Livermore, California",2012,82056,1319,452400,28.582259287338893
"Livermore, California",2013,83541,1328,463000,29.05371485943775
"Livermore, California",2014,85169,1342,504200,31.308991554893193
"Livermore, California",2015,86856,1451,581600,33.402251320928094
"Livermore, California",2016,88117,1719,654000,31.70447934845841
"Livermore, California",2017,89118,1695,681100,33.485742379547695
"Livermore, California",2018,90290,1804,745600,34.4419807834442
"Livermore, California",2019,90258,2044,831200,33.88780169602087
"Riverview, Florida",2015,76590,1049,154600,12.281537972672384
"Riverview, Florida",2016,79886,1061,158200,12.425384857053096
"Riverview, Florida",2017,84590,1094,166400,12.67519804996953
"Riverview, Florida",2018,88191,1143,183400,13.37124526100904
"Riverview, Florida",2019,91190,1196,198000,13.795986622073581
"Alafaya, Florida",2011,77229,968,278400,23.966942148760328
"Alafaya, Florida",2012,79562,984,248500,21.045054200542005
"Alafaya, Florida",2013,82196,992,215800,18.128360215053767
"Alafaya, Florida",2014,82338,991,196900,16.557349478641104
"Alafaya, Florida",2015,85561,1029,190200,15.403304178814382
"Alafaya, Florida",2016,85167,1035,190100,15.305958132045088
"Alafaya, Florida",2017,86868,1097,207500,15.76268611364327
"Alafaya, Florida",2018,88025,1188,228300,16.014309764309765
"Alafaya, Florida",2019,88542,1267,247800,16.298342541436465
"Deltona, Florida",2010,83529,845,161400,15.917159763313613
"Deltona, Florida",2011,85183,888,137700,12.922297297297295
"Deltona, Florida",2012,85212,765,114200,12.4400871459695
"Deltona, Florida",2013,85436,829,99700,10.022114997989542
"Deltona, Florida",2014,86300,902,93800,8.665927568366593
"Deltona, Florida",2015,86907,865,103900,10.009633911368017
"Deltona, Florida",2016,88474,875,119800,11.409523809523812
"Deltona, Florida",2017,90139,868,129100,12.394393241167435
"Deltona, Florida",2018,90743,930,148500,13.306451612903226
"Deltona, Florida",2019,91946,1010,169400,13.976897689768975
"Waukegan, Illinois",2010,94277,746,166600,18.61036639857015
"Waukegan, Illinois",2011,87729,731,152400,17.3734610123119
"Waukegan, Illinois",2012,92734,727,141600,16.231086657496558
"Waukegan, Illinois",2013,86273,712,122400,14.325842696629213
"Waukegan, Illinois",2014,90252,760,111300,12.203947368421053
"Waukegan, Illinois",2015,88998,802,111500,11.585619285120533
"Waukegan, Illinois",2016,88347,764,117000,12.761780104712045
"Waukegan, Illinois",2017,84467,777,125100,13.416988416988412
"Waukegan, Illinois",2018,88805,820,138800,14.105691056910567
"Waukegan, Illinois",2019,82934,831,133900,13.427597272362616
"Edmond, Oklahoma",2010,81092,692,191200,23.025048169556843
"Edmond, Oklahoma",2011,81696,641,193700,25.18200728029121
"Edmond, Oklahoma",2012,82961,702,197900,23.492402659069327
"Edmond, Oklahoma",2013,84871,771,197700,21.36835278858625
"Edmond, Oklahoma",2014,87002,679,194000,23.809523809523807
"Edmond, Oklahoma",2015,88594,819,206900,21.05209605209605
"Edmond, Oklahoma",2016,90090,788,232500,24.58756345177665
"Edmond, Oklahoma",2017,91187,830,221600,22.248995983935746
"Edmond, Oklahoma",2018,91936,790,232900,24.567510548523213
"Edmond, Oklahoma",2019,93118,912,257400,23.519736842105264
"Fishers, Indiana",2013,76835,876,209500,19.929604261796047
"Fishers, Indiana",2014,78927,891,209700,19.61279461279461
"Fishers, Indiana",2015,81060,911,210800,19.282839370654962
"Fishers, Indiana",2016,83177,938,216900,19.269722814498934
"Fishers, Indiana",2017,85887,956,225700,19.673988842398888
"Fishers, Indiana",2018,87557,1042,240100,19.201855406269992
"Fishers, Indiana",2019,88717,1110,251700,18.896396396396398
"Fort Smith, Arkansas",2010,85549,437,108000,20.594965675057207
"Fort Smith, Arkansas",2011,86338,471,109600,19.39136588818117
"Fort Smith, Arkansas",2012,87146,437,103500,19.736842105263158
"Fort Smith, Arkansas",2013,87437,479,107500,18.70215727209464
"Fort Smith, Arkansas",2014,87654,503,125200,20.742213386348574
"Fort Smith, Arkansas",2015,87362,503,122000,20.212060967528164
"Fort Smith, Arkansas",2016,88195,470,116300,20.620567375886523
"Fort Smith, Arkansas",2017,88122,507,115400,18.967784352399736
"Fort Smith, Arkansas",2018,88028,458,121900,22.17976710334789
"Fort Smith, Arkansas",2019,87851,523,126800,20.203951561504145
"Bend, Oregon",2010,77291,789,287000,30.312632023658644
"Bend, Oregon",2011,76723,744,263400,29.502688172043012
"Bend, Oregon",2012,77907,765,222900,24.281045751633982
"Bend, Oregon",2013,79118,758,246800,27.13280562884784
"Bend, Oregon",2014,81236,778,250300,26.810197086546697
"Bend, Oregon",2015,84075,868,292800,28.11059907834101
"Bend, Oregon",2016,87017,882,331300,31.301965230536666
"Bend, Oregon",2017,91123,1122,347300,25.79471182412359
"Bend, Oregon",2018,94527,1122,400700,29.760843731431965
"Bend, Oregon",2019,97590,1107,437400,32.92682926829269
"Sugar Land, Texas",2010,81740,1110,249600,18.738738738738736
"Sugar Land, Texas",2011,79472,1148,251000,18.220092915214867
"Sugar Land, Texas",2012,81698,1107,260500,19.610057211683227
"Sugar Land, Texas",2013,82479,1271,271400,17.794387621295567
"Sugar Land, Texas",2014,83851,1298,265300,17.03261427837699
"Sugar Land, Texas",2015,86775,1364,281300,17.185972629521018
"Sugar Land, Texas",2016,88129,1412,288700,17.03847969782814
"Sugar Land, Texas",2017,88187,1465,325200,18.498293515358363
"Sugar Land, Texas",2018,88488,1470,332900,18.8718820861678
"Sugar Land, Texas",2019,118614,1425,329800,19.28654970760234
"Newport Beach, California",2010,81681,1687,1000001,49.39740169926893
"Newport Beach, California",2011,85442,1735,1000001,48.03078770413065
"Newport Beach, California",2012,86485,1813,1000001,45.96437764294907
"Newport Beach, California",2013,87060,1826,1000001,45.63713946695874
"Newport Beach, California",2014,87265,1952,1000001,42.69129952185792
"Newport Beach, California",2015,87242,1946,1000001,42.822927372387795
"Newport Beach, California",2016,87131,2008,1709300,70.93708499335989
"Newport Beach, California",2017,86683,2052,1755600,71.2962962962963
"Newport Beach, California",2018,86151,2029,1902000,78.11729916214885
"Newport Beach, California",2019,85315,2180,2000001,76.4526376146789
"Duluth, Minnesota",2010,84415,657,151200,19.17808219178082
"Duluth, Minnesota",2011,86230,626,143600,19.116080937167197
"Duluth, Minnesota",2012,86284,613,149100,20.26916802610114
"Duluth, Minnesota",2013,86197,660,145400,18.35858585858585
"Duluth, Minnesota",2014,86125,625,148800,19.84
"Duluth, Minnesota",2015,86242,708,139200,16.384180790960453
"Duluth, Minnesota",2016,86126,664,154200,19.35240963855421
"Duluth, Minnesota",2017,86300,711,154500,18.108298171589308
"Duluth, Minnesota",2018,86048,741,165200,18.57849752586595
"Duluth, Minnesota",2019,85884,746,170300,19.0236818588025
"Bloomington, Minnesota",2010,82929,829,233100,23.431845597104946
"Bloomington, Minnesota",2011,83054,818,228500,23.27832110839445
"Bloomington, Minnesota",2012,84060,782,215600,22.97527706734868
"Bloomington, Minnesota",2013,86031,831,209400,20.998796630565586
"Bloomington, Minnesota",2014,86321,925,211000,19.00900900900901
"Bloomington, Minnesota",2015,86319,902,217200,20.06651884700665
"Bloomington, Minnesota",2016,86436,1001,230400,19.18081918081918
"Bloomington, Minnesota",2017,85337,939,237600,21.08626198083067
"Bloomington, Minnesota",2018,85863,1069,243500,18.981914561895852
"Bloomington, Minnesota",2019,85574,1108,266100,20.013537906137184
"Trenton, New Jersey",2010,83232,730,138000,15.753424657534245
"Trenton, New Jersey",2011,85015,789,121300,12.811575834389524
"Trenton, New Jersey",2012,84912,808,115200,11.881188118811881
"Trenton, New Jersey",2013,84492,756,111400,12.279541446208112
"Trenton, New Jersey",2014,84344,787,97900,10.366370182126216
"Trenton, New Jersey",2015,84047,825,107800,10.888888888888893
"Trenton, New Jersey",2016,84231,759,93700,10.287659200702679
"Trenton, New Jersey",2017,84065,826,86500,8.72679580306699
"Trenton, New Jersey",2018,84971,895,98100,9.134078212290502
"Trenton, New Jersey",2019,83973,902,94900,8.767553584626755
"Danbury, Connecticut",2010,79748,1017,323600,26.51589642740085
"Danbury, Connecticut",2011,81043,1056,319700,25.228851010101014
"Danbury, Connecticut",2012,81684,1001,314800,26.207126207126212
"Danbury, Connecticut",2013,82783,1032,289700,23.39308785529716
"Danbury, Connecticut",2014,83690,1043,273900,21.883988494726747
"Danbury, Connecticut",2015,83795,1078,283400,21.907854050711194
"Danbury, Connecticut",2016,84662,1157,279400,20.12388360702968
"Danbury, Connecticut",2017,85008,1202,297600,20.632279534109816
"Danbury, Connecticut",2018,85243,1208,314300,21.681843267108167
"Danbury, Connecticut",2019,84731,1143,297000,21.653543307086615
"Redwood City, California",2011,77013,1236,763000,51.4428263214671
"Redwood City, California",2012,77750,1346,747200,46.26052501238237
"Redwood City, California",2013,79005,1461,741900,42.31690622861054
"Redwood City, California",2014,80875,1533,842100,45.776255707762566
"Redwood City, California",2015,82868,1701,905800,44.375857338820296
"Redwood City, California",2016,85300,1781,1053600,49.298147108366095
"Redwood City, California",2017,84965,2061,1196100,48.362445414847144
"Redwood City, California",2018,86683,2219,1196500,44.933904161033496
"Redwood City, California",2019,86186,2322,1579600,56.689635371805906
"Hoover, Alabama",2010,77050,778,274800,29.43444730077121
"Hoover, Alabama",2011,80376,704,260000,30.77651515151515
"Hoover, Alabama",2012,80553,745,273400,30.581655480984335
"Hoover, Alabama",2013,81627,755,251300,27.737306843267106
"Hoover, Alabama",2014,84128,801,258100,26.85185185185185
"Hoover, Alabama",2015,84352,836,262000,26.116427432216906
"Hoover, Alabama",2016,84839,850,277900,27.245098039215694
"Hoover, Alabama",2017,84943,854,278600,27.185792349726768
"Hoover, Alabama",2018,84937,889,283500,26.5748031496063
"Hoover, Alabama",2019,85115,879,298800,28.32764505119454
"Town 'n' Country, Florida",2011,81175,812,148400,15.229885057471266
"Town 'n' Country, Florida",2012,78227,777,121600,13.041613041613042
"Town 'n' Country, Florida",2013,81597,800,111500,11.614583333333336
"Town 'n' Country, Florida",2014,77829,900,121000,11.203703703703704
"Town 'n' Country, Florida",2015,87874,887,133900,12.579857196542651
"Town 'n' Country, Florida",2016,78996,903,145800,13.455149501661127
"Town 'n' Country, Florida",2017,87561,952,153700,13.454131652661063
"Town 'n' Country, Florida",2018,89143,1057,176600,13.923052664774518
"Town 'n' Country, Florida",2019,82577,1108,184700,13.891395908543926
"Cicero, Illinois",2010,80108,684,195700,23.842592592592588
"Cicero, Illinois",2011,84002,679,173200,21.256750122729503
"Cicero, Illinois",2012,84263,714,157500,18.38235294117647
"Cicero, Illinois",2013,84129,713,117900,13.779803646563813
"Cicero, Illinois",2014,84107,693,114800,13.804713804713804
"Cicero, Illinois",2015,84359,728,116200,13.301282051282053
"Cicero, Illinois",2016,83867,764,157900,17.222949389179757
"Cicero, Illinois",2017,82991,777,153100,16.41999141999142
"Cicero, Illinois",2018,82560,804,158300,16.4075456053068
"Cicero, Illinois",2019,81602,869,181700,17.424242424242426
"Bloomington, Indiana",2011,81096,623,176800,23.64901016586409
"Bloomington, Indiana",2012,81033,658,184100,23.315602836879428
"Bloomington, Indiana",2013,78592,677,173100,21.307237813884786
"Bloomington, Indiana",2014,80693,692,167200,20.13487475915221
"Bloomington, Indiana",2015,83423,712,169300,19.81507490636704
"Bloomington, Indiana",2016,83815,733,199500,22.68076398362892
"Bloomington, Indiana",2017,86654,740,185900,20.934684684684683
"Bloomington, Indiana",2018,85551,723,196900,22.69479022591056
"Bloomington, Indiana",2019,86522,773,204900,22.089262613195338
"Hemet, California",2011,79157,798,115200,12.030075187969926
"Hemet, California",2012,80459,771,98600,10.657155209684392
"Hemet, California",2013,81041,771,112900,12.202766969303935
"Hemet, California",2014,81734,799,110900,11.566541510221107
"Hemet, California",2015,83040,757,134600,14.817261118450027
"Hemet, California",2016,83873,845,191900,18.92504930966469
"Hemet, California",2017,84277,869,180500,17.30916762562332
"Hemet, California",2018,85153,909,194900,17.867620095342872
"Hemet, California",2019,85291,972,196700,16.863854595336075
"Johns Creek, Georgia",2013,77338,1094,336000,25.59414990859232
"Johns Creek, Georgia",2014,79352,1138,324800,23.784417106033978
"Johns Creek, Georgia",2015,80979,1175,324400,23.007092198581557
"Johns Creek, Georgia",2016,82203,1157,333300,24.00605012964564
"Johns Creek, Georgia",2017,82930,1196,348600,24.28929765886288
"Johns Creek, Georgia",2018,83397,1293,366200,23.60144367104924
"Johns Creek, Georgia",2019,83637,1378,382400,23.125302370585388
"Sioux City, Iowa",2010,83732,497,92500,15.50972501676727
"Sioux City, Iowa",2011,82378,475,95700,16.789473684210527
"Sioux City, Iowa",2012,81453,509,93800,15.356908971840207
"Sioux City, Iowa",2013,84297,524,91900,14.615139949109414
"Sioux City, Iowa",2014,81325,538,98700,15.288104089219331
"Sioux City, Iowa",2015,81392,535,96200,14.984423676012465
"Sioux City, Iowa",2016,82776,568,106200,15.580985915492954
"Sioux City, Iowa",2017,82105,581,113900,16.33677567412507
"Sioux City, Iowa",2018,84034,633,115700,15.231700895208006
"Sioux City, Iowa",2019,82762,653,122500,15.632976008167429
"Longview, Texas",2010,77730,545,126200,19.29663608562691
"Longview, Texas",2011,80238,563,128000,18.946121965660158
"Longview, Texas",2012,82278,627,128700,17.105263157894736
"Longview, Texas",2013,80831,620,114500,15.38978494623656
"Longview, Texas",2014,81683,631,127800,16.87797147385103
"Longview, Texas",2015,84313,630,132200,17.486772486772487
"Longview, Texas",2016,81590,669,129900,16.18086696562033
"Longview, Texas",2017,81712,681,126900,15.52863436123348
"Longview, Texas",2018,83081,704,145100,17.17566287878788
"Longview, Texas",2019,81424,669,144700,18.024414549078227
"Westland, Michigan",2010,77300,619,113300,15.253096392030153
"Westland, Michigan",2011,83860,628,94000,12.473460721868365
"Westland, Michigan",2012,83235,626,80200,10.676251331203408
"Westland, Michigan",2013,82868,684,83400,10.160818713450293
"Westland, Michigan",2014,82586,681,84300,10.315712187958884
"Westland, Michigan",2015,82318,658,96200,12.183383991894633
"Westland, Michigan",2016,81995,712,105300,12.32443820224719
"Westland, Michigan",2017,81543,748,113200,12.611408199643495
"Westland, Michigan",2018,81750,738,121000,13.66305329719964
"Westland, Michigan",2019,81714,769,132500,14.358474208929346
"Merced, California",2010,76291,667,141900,17.72863568215892
"Merced, California",2011,79254,684,140300,17.09307992202729
"Merced, California",2012,80234,682,138200,16.886608015640274
"Merced, California",2013,80799,716,141600,16.480446927374302
"Merced, California",2014,81089,718,148800,17.270194986072422
"Merced, California",2015,81739,732,172500,19.637978142076506
"Merced, California",2016,82440,758,204400,22.47141600703605
"Merced, California",2017,82573,752,215400,23.86968085106383
"Merced, California",2018,83100,856,222700,21.680295950155763
"Merced, California",2019,83311,859,244100,23.680636398913464
"Fayetteville, Arkansas",2010,77142,525,180600,28.66666666666667
"Fayetteville, Arkansas",2012,75109,523,179500,28.60101975780752
"Fayetteville, Arkansas",2013,76892,571,175800,25.656742556917692
"Fayetteville, Arkansas",2014,78967,575,177800,25.768115942028984
"Fayetteville, Arkansas",2015,80614,584,194400,27.73972602739726
"Fayetteville, Arkansas",2016,82832,550,182600,27.66666666666667
"Fayetteville, Arkansas",2017,83823,626,199400,26.544195953141642
"Fayetteville, Arkansas",2018,85258,623,218300,29.20010700909577
"Fayetteville, Arkansas",2019,86765,669,226000,28.151469855505727
"Avondale, Arizona",2010,85227,955,157400,13.734729493891795
"Avondale, Arizona",2011,76446,885,117600,11.073446327683618
"Avondale, Arizona",2012,77526,828,115400,11.614331723027375
"Avondale, Arizona",2013,78274,844,117600,11.61137440758294
"Avondale, Arizona",2014,78817,868,139900,13.43125960061444
"Avondale, Arizona",2015,79621,854,163700,15.973848555815769
"Avondale, Arizona",2016,80683,914,181200,16.52078774617068
"Avondale, Arizona",2017,82875,915,204300,18.606557377049178
"Avondale, Arizona",2018,84034,915,207300,18.879781420765028
"Avondale, Arizona",2019,85828,1072,228900,17.79384328358209
"Cranston, Rhode Island",2010,80125,846,239800,23.620961386918825
"Cranston, Rhode Island",2011,80424,762,229700,25.12029746281715
"Cranston, Rhode Island",2012,80401,813,225900,23.154981549815503
"Cranston, Rhode Island",2013,80539,855,205900,20.06822612085769
"Cranston, Rhode Island",2014,80575,861,216000,20.905923344947734
"Cranston, Rhode Island",2015,81029,802,200200,20.80216126350789
"Cranston, Rhode Island",2016,81077,839,223300,22.179181565355574
"Cranston, Rhode Island",2017,81025,857,224200,21.800855698171922
"Cranston, Rhode Island",2018,81192,906,245600,22.590139808682856
"Cranston, Rhode Island",2019,81282,941,256200,22.68862911795961
"St. George, Utah",2013,75560,724,175900,20.2463167587477
"St. George, Utah",2014,76824,779,220100,23.545143346170306
"St. George, Utah",2015,78509,745,224800,25.145413870246085
"St. George, Utah",2016,80207,829,229400,23.059911540008038
"St. George, Utah",2017,82315,785,264800,28.110403397027607
"St. George, Utah",2018,84390,843,289500,28.61803084223013
"St. George, Utah",2019,87178,888,312700,29.34496996996997
"Melbourne, Florida",2010,77462,693,150600,18.10966810966811
"Melbourne, Florida",2011,76083,712,117800,13.7874531835206
"Melbourne, Florida",2012,76089,667,113800,14.217891054472766
"Melbourne, Florida",2013,77047,666,99900,12.5
"Melbourne, Florida",2014,77490,705,112400,13.286052009456265
"Melbourne, Florida",2015,78486,733,121000,13.756252842200999
"Melbourne, Florida",2016,80136,799,135200,14.100959532749267
"Melbourne, Florida",2017,81192,794,153900,16.152392947103273
"Melbourne, Florida",2018,82003,892,162100,15.14387144992526
"Melbourne, Florida",2019,82823,954,200800,17.540181691125092
"Silver Spring, Maryland",2010,76043,1227,442100,30.025808204292307
"Silver Spring, Maryland",2011,76534,1226,439500,29.87357259380098
"Silver Spring, Maryland",2012,78430,1273,425700,27.86724273369992
"Silver Spring, Maryland",2014,76563,1384,478100,28.78733140655106
"Silver Spring, Maryland",2015,77726,1417,432600,25.441072688779112
"Silver Spring, Maryland",2016,82463,1397,504800,30.112145072775
"Silver Spring, Maryland",2017,85988,1446,502800,28.976486860304288
"Silver Spring, Maryland",2018,80265,1474,489000,27.645861601085482
"Silver Spring, Maryland",2019,81816,1597,556000,29.01273220622
"Pleasanton, California",2015,77676,1721,815100,39.46833236490413
"Pleasanton, California",2016,79519,1991,869900,36.40967687929014
"Pleasanton, California",2017,82267,2182,949600,36.26642224259089
"Pleasanton, California",2018,83007,2230,997500,37.275784753363226
"Pleasanton, California",2019,82377,2197,1098400,41.662873615536334
"Bloomington, Illinois",2011,76730,604,161200,22.240618101545248
"Bloomington, Illinois",2012,77078,590,162200,22.909604519774014
"Bloomington, Illinois",2013,77733,592,157800,22.21283783783784
"Bloomington, Illinois",2014,78911,663,161800,20.336852689793865
"Bloomington, Illinois",2015,78743,643,159800,20.71021254536029
"Bloomington, Illinois",2016,78295,663,171700,21.581196581196586
"Bloomington, Illinois",2017,78024,681,164600,20.1419481155164
"Bloomington, Illinois",2018,77941,693,165800,19.937469937469945
"Bloomington, Illinois",2019,77955,724,165100,19.003222836095766
"Hammond, Indiana",2010,76535,629,97500,12.91732909379968
"Hammond, Indiana",2011,80812,596,96900,13.548657718120804
"Hammond, Indiana",2012,80758,636,89200,11.687631027253671
"Hammond, Indiana",2013,79686,675,88300,10.901234567901234
"Hammond, Indiana",2014,78958,668,89200,11.127744510978044
"Hammond, Indiana",2015,78383,692,87300,10.513005780346823
"Hammond, Indiana",2016,77610,696,86600,10.368773946360154
"Hammond, Indiana",2017,77131,712,87000,10.182584269662922
"Hammond, Indiana",2018,76627,678,89200,10.96361848574238
"Hammond, Indiana",2019,75806,705,96400,11.394799054373527
"Auburn, Washington",2017,75607,914,241800,22.04595185995624
"Auburn, Washington",2018,77440,962,259600,22.487872487872487
"Auburn, Washington",2019,79110,1024,294200,23.94205729166667
"Springdale, Arkansas",2016,75088,551,135800,20.5384150030248
"Springdale, Arkansas",2017,76188,561,140100,20.81105169340464
"Springdale, Arkansas",2018,77252,571,142700,20.826036193812026
"Springdale, Arkansas",2019,78690,597,146400,20.4355108877722
"Scranton, Pennsylvania",2011,76068,522,113100,18.055555555555557
"Scranton, Pennsylvania",2012,75995,532,106300,16.651002506265662
"Scranton, Pennsylvania",2013,75813,545,109100,16.681957186544338
"Scranton, Pennsylvania",2014,75814,603,108900,15.049751243781095
"Scranton, Pennsylvania",2015,75278,602,101800,14.091915836101885
"Scranton, Pennsylvania",2016,77112,609,98800,13.51943076081007
"Scranton, Pennsylvania",2017,77294,619,109500,14.74151857835218
"Scranton, Pennsylvania",2018,77597,634,108100,14.208727655099896
"Scranton, Pennsylvania",2019,77186,665,96400,12.080200501253133
"Baldwin Park, California",2010,77093,1050,288800,22.920634920634928
"Baldwin Park, California",2011,75496,1082,277200,21.349353049907574
"Baldwin Park, California",2012,75937,1075,276300,21.418604651162788
"Baldwin Park, California",2013,76437,1019,272900,22.31763166503108
"Baldwin Park, California",2014,76633,1068,310000,24.188514357053684
"Baldwin Park, California",2015,77134,1190,339100,23.746498599439768
"Baldwin Park, California",2016,77056,1232,357700,24.19507575757576
"Baldwin Park, California",2017,76465,1290,379500,24.51550387596899
"Baldwin Park, California",2018,76392,1327,416500,26.15548857071088
"Baldwin Park, California",2019,75806,1354,443000,27.264894140817326
"Upland, California",2013,75208,1136,396500,29.085974178403763
"Upland, California",2014,75420,1079,405500,31.317578004324993
"Upland, California",2015,76039,1142,440100,32.11471103327496
"Upland, California",2016,76447,1157,488600,35.191587438778456
"Upland, California",2017,76691,1324,505100,31.791289023162136
"Upland, California",2018,76985,1282,495700,32.221788871554864
"Upland, California",2019,77002,1335,546100,34.08863920099875
"Arlington Heights, Illinois",2011,77009,1034,327900,26.426499032882013
"Arlington Heights, Illinois",2012,76755,981,318500,27.055725450220862
"Arlington Heights, Illinois",2014,76069,1160,315000,22.62931034482759
"Arlington Heights, Illinois",2016,76996,1068,344600,26.88826466916355
"Arlington Heights, Illinois",2018,75097,1162,377500,27.072576018359147
"Arlington Heights, Illinois",2019,77259,1391,364500,21.836808051761324
"Bethlehem, Pennsylvania",2011,75233,707,184500,21.746817538896746
"Bethlehem, Pennsylvania",2012,76124,762,176900,19.34601924759405
"Bethlehem, Pennsylvania",2013,75729,741,168000,18.893387314439945
"Bethlehem, Pennsylvania",2015,78759,808,165300,17.048267326732677
"Bethlehem, Pennsylvania",2017,76427,865,167700,16.156069364161848
"Bethlehem, Pennsylvania",2018,76469,847,169700,16.69618260527351
"Bethlehem, Pennsylvania",2019,75979,835,177300,17.694610778443113
"Lake Charles, Louisiana",2016,76066,609,152900,20.92227695675972
"Lake Charles, Louisiana",2017,76861,614,146100,19.82899022801303
"Lake Charles, Louisiana",2018,77125,739,167100,18.843031123139376
"Lake Charles, Louisiana",2019,77999,686,156200,18.974732750242953
"Centreville, Virginia",2019,75452,1660,427600,21.465863453815263
"Bolingbrook, Illinois",2013,77155,968,193900,16.69249311294766
"Schaumburg, Illinois",2014,75850,1101,226900,17.173781410838632
"Schaumburg, Illinois",2015,75287,1204,235200,16.27906976744186
"Schaumburg, Illinois",2016,75811,1233,227200,15.355501486888347
"Gastonia, North Carolina",2017,75537,638,140100,18.29937304075235
"Gastonia, North Carolina",2018,76606,648,149600,19.238683127572017
"Gastonia, North Carolina",2019,77021,704,162300,19.211647727272727
"Union City, California",2017,75316,1942,677900,29.08942670786131
"Union City, California",2018,75344,1959,805100,34.24791560319891
"Appleton, Wisconsin",2016,75255,638,137700,17.985893416927894
"Appleton, Wisconsin",2017,75465,594,143000,20.061728395061728
"Pine Hills, Florida",2019,75575,814,123800,12.674037674037676
"Southfield, Michigan",2010,75532,816,129600,13.235294117647054
"Canton, Ohio",2010,78382,393,80000,16.963528413910094
"Cheektowaga, New York",2011,75018,649,96100,12.33949666153056
"Cheektowaga, New York",2012,76902,547,100600,15.326020719073734
"Cheektowaga, New York",2013,75599,614,94800,12.866449511400653
"Cheektowaga, New York",2016,76075,630,106600,14.100529100529098
"Guaynabo, Puerto Rico",2010,83339,505,217300,35.85808580858086
"Guaynabo, Puerto Rico",2012,77821,642,211000,27.388369678089305
"Hartford, Connecticut",2010,124063,676,184500,22.744082840236693
"Hartford, Connecticut",2011,124847,702,184700,21.92545109211776
"Hartford, Connecticut",2012,124863,714,171300,19.992997198879554
"Hartford, Connecticut",2013,124887,709,156000,18.335684062059237
"Hartford, Connecticut",2014,125035,736,153000,17.32336956521739
"Hartford, Connecticut",2015,124721,738,162700,18.371725383920506
"Hartford, Connecticut",2016,124014,798,159200,16.624895572263995
"Hartford, Connecticut",2017,123287,794,161200,16.91855583543241
"Hartford, Connecticut",2018,123420,799,168000,17.521902377972467
"Hartford, Connecticut",2019,122591,816,166200,16.973039215686278
"Birmingham, Alabama",2010,231824,518,87300,14.044401544401545
"Birmingham, Alabama",2011,211670,472,86400,15.254237288135593
"Birmingham, Alabama",2012,211458,485,85900,14.759450171821305
"Birmingham, Alabama",2013,212835,530,87700,13.789308176100633
"Birmingham, Alabama",2014,211933,517,83800,13.50741457124436
"Birmingham, Alabama",2015,212653,530,84400,13.270440251572325
"Birmingham, Alabama",2016,214911,548,93000,14.142335766423356
"Birmingham, Alabama",2017,213434,594,88500,12.415824915824912
"Birmingham, Alabama",2018,212744,588,87800,12.443310657596376
"Birmingham, Alabama",2019,209294,619,93400,12.574044157242865
"Chandler, Arizona",2010,249515,864,246400,23.765432098765434
"Chandler, Arizona",2011,236775,838,229200,22.792362768496428
"Chandler, Arizona",2012,240098,865,189300,18.23699421965318
"Chandler, Arizona",2013,245642,948,201400,17.70393811533052
"Chandler, Arizona",2014,249139,947,233000,20.503343892995428
"Chandler, Arizona",2015,254275,967,249000,21.458117890382628
"Chandler, Arizona",2016,260833,986,273600,23.123732251521297
"Chandler, Arizona",2017,247459,1069,275400,21.46866230121609
"Chandler, Arizona",2018,253448,1112,292800,21.942446043165468
"Chandler, Arizona",2019,257153,1155,318300,22.96536796536797
"Scottsdale, Arizona",2010,237834,907,419500,38.5428151414921
"Scottsdale, Arizona",2011,217977,921,389300,35.22439377488237
"Scottsdale, Arizona",2012,221007,890,341600,31.985018726591765
"Scottsdale, Arizona",2013,223517,961,355200,30.801248699271593
"Scottsdale, Arizona",2014,226909,979,382300,32.54170922710249
