name,year,total_population,median_contract_rent,median_home_value,price_to_rent
"Grand Prairie, Texas",2011,176090,703,123300,14.61593172119488
"Grand Prairie, Texas",2012,179067,721,120400,13.915857605177994
"Grand Prairie, Texas",2013,181791,725,127500,14.655172413793109
"Grand Prairie, Texas",2014,183324,732,125100,14.241803278688526
"Grand Prairie, Texas",2015,185415,765,125700,13.69281045751634
"Grand Prairie, Texas",2016,187755,825,136100,13.74747474747475
"Grand Prairie, Texas",2017,190626,846,149600,14.736012608353036
"Grand Prairie, Texas",2018,193812,884,164000,15.460030165912519
"Grand Prairie, Texas",2019,194600,968,170100,14.643595041322314
"Tallahassee, Florida",2010,172576,674,185900,22.984668644906034
"Tallahassee, Florida",2011,181734,694,186300,22.37031700288184
"Tallahassee, Florida",2012,182955,732,177300,20.1844262295082
"Tallahassee, Florida",2013,186977,713,179900,21.026180458158017
"Tallahassee, Florida",2014,186408,692,174500,21.013969171483623
"Tallahassee, Florida",2015,188106,746,181400,20.263628239499553
"Tallahassee, Florida",2016,189894,761,181600,19.88611476127901
"Tallahassee, Florida",2017,190895,784,196700,20.907738095238095
"Tallahassee, Florida",2018,191039,831,202400,20.29683112715604
"Tallahassee, Florida",2019,193550,783,213800,22.754363558961266
"Providence, Rhode Island",2010,171904,735,227600,25.80498866213152
"Providence, Rhode Island",2011,178162,740,209800,23.626126126126128
"Providence, Rhode Island",2012,178059,725,186800,21.471264367816094
"Providence, Rhode Island",2013,178438,710,173900,20.410798122065728
"Providence, Rhode Island",2014,177995,738,171800,19.3992773261066
"Providence, Rhode Island",2015,179142,749,183600,20.427236315086784
"Providence, Rhode Island",2016,179204,782,177400,18.90451832907076
"Providence, Rhode Island",2017,179214,782,179400,19.11764705882353
"Providence, Rhode Island",2018,180388,819,203300,20.68579568579569
"Providence, Rhode Island",2019,179335,803,219500,22.77916147779161
"Tempe, Arizona",2010,178526,794,227800,23.908480268681775
"Tempe, Arizona",2011,162123,721,207600,23.99445214979195
"Tempe, Arizona",2012,164264,803,184500,19.14694894146949
"Tempe, Arizona",2013,166862,789,174200,18.398817068018587
"Tempe, Arizona",2014,168231,812,203000,20.83333333333333
"Tempe, Arizona",2015,172836,875,216100,20.580952380952386
"Tempe, Arizona",2016,175826,876,246200,23.42085235920852
"Tempe, Arizona",2017,182499,968,252400,21.728650137741045
"Tempe, Arizona",2018,185025,1045,266900,21.28389154704945
"Tempe, Arizona",2019,192354,1057,287800,22.69000315357931
"Chattanooga, Tennessee",2010,171351,525,128900,20.460317460317462
"Chattanooga, Tennessee",2011,168075,544,135700,20.787377450980394
"Chattanooga, Tennessee",2012,170136,541,140000,21.565003080714728
"Chattanooga, Tennessee",2013,171282,595,147000,20.58823529411765
"Chattanooga, Tennessee",2014,173375,585,140000,19.943019943019944
"Chattanooga, Tennessee",2015,173778,603,143200,19.78993919292427
"Chattanooga, Tennessee",2016,176597,621,151400,20.316693505099305
"Chattanooga, Tennessee",2017,177582,654,164400,20.94801223241591
"Chattanooga, Tennessee",2018,179130,688,163000,19.743217054263564
"Chattanooga, Tennessee",2019,180551,712,166800,19.52247191011236
"Cape Coral, Florida",2010,154209,808,164700,16.986386138613867
"Cape Coral, Florida",2011,154668,776,133000,14.282646048109966
"Cape Coral, Florida",2012,157476,815,121900,12.464212678936606
"Cape Coral, Florida",2013,161237,836,137100,13.666267942583733
"Cape Coral, Florida",2014,165849,882,158800,15.003779289493576
"Cape Coral, Florida",2015,169855,850,170400,16.705882352941178
"Cape Coral, Florida",2016,175230,916,189900,17.276200873362445
"Cape Coral, Florida",2017,179795,977,212600,18.133742749914703
"Cape Coral, Florida",2018,183356,1019,225800,18.46581615963363
"Cape Coral, Florida",2019,189342,1122,250900,18.634878193701727
"Vancouver, Washington",2010,165733,733,234200,26.625738972260127
"Vancouver, Washington",2011,162430,733,213400,24.261027739881765
"Vancouver, Washington",2012,164774,754,193300,21.363837312113173
"Vancouver, Washington",2013,165502,774,185400,19.96124031007752
"Vancouver, Washington",2014,167410,794,190800,20.025188916876573
"Vancouver, Washington",2015,169303,837,205500,20.459976105137397
"Vancouver, Washington",2016,172853,919,227700,20.6474428726877
"Vancouver, Washington",2017,174836,948,265700,23.356188466947962
"Vancouver, Washington",2018,175661,1094,290500,22.12827544180378
"Vancouver, Washington",2019,183017,1178,325500,23.02631578947368
"Columbus, Georgia",2010,190414,563,133700,19.789816459443454
"Columbus, Georgia",2011,190417,544,135100,20.695465686274517
"Columbus, Georgia",2012,194107,569,131200,19.214997070884603
"Columbus, Georgia",2013,198413,591,128000,18.048505358150027
"Columbus, Georgia",2014,202824,652,134500,17.19069529652352
"Columbus, Georgia",2015,200887,634,138700,18.23080967402734
"Columbus, Georgia",2016,200579,659,137000,17.324228629236213
"Columbus, Georgia",2017,197485,652,150400,19.222903885480573
"Columbus, Georgia",2018,194058,656,139000,17.65752032520325
"Columbus, Georgia",2019,194160,676,141700,17.46794871794872
"Rancho Cucamonga, California",2010,171837,1282,366200,23.803952158086325
"Rancho Cucamonga, California",2011,165858,1267,358000,23.54643514864509
"Rancho Cucamonga, California",2012,167698,1167,347900,24.842902027992004
"Rancho Cucamonga, California",2013,170740,1323,338900,21.3466868228773
"Rancho Cucamonga, California",2014,171359,1387,381100,22.89714011055035
"Rancho Cucamonga, California",2015,174302,1390,410800,24.628297362110313
"Rancho Cucamonga, California",2016,175232,1472,466400,26.40398550724637
"Rancho Cucamonga, California",2017,176540,1479,469900,26.476222672977237
"Rancho Cucamonga, California",2018,177446,1642,488000,24.76654486398701
"Rancho Cucamonga, California",2019,177742,1683,549900,27.228163992869874
"Sioux Falls, South Dakota",2010,167262,595,146900,20.574229691876763
"Sioux Falls, South Dakota",2011,153959,595,151900,21.274509803921568
"Sioux Falls, South Dakota",2012,156284,623,153400,20.518994114499733
"Sioux Falls, South Dakota",2013,159992,647,150100,19.33281813498197
"Sioux Falls, South Dakota",2014,163629,608,153300,21.011513157894736
"Sioux Falls, South Dakota",2015,168604,638,160700,20.99007314524556
"Sioux Falls, South Dakota",2016,171530,678,166100,20.415437561455267
"Sioux Falls, South Dakota",2017,174350,718,173400,20.125348189415046
"Sioux Falls, South Dakota",2018,176898,729,193900,22.16506630086877
"Sioux Falls, South Dakota",2019,181906,726,197400,22.65840220385675
"Jackson, Mississippi",2010,175070,558,93700,13.993428912783752
"Jackson, Mississippi",2011,173315,565,88600,13.067846607669615
"Jackson, Mississippi",2012,175607,554,86700,13.041516245487365
"Jackson, Mississippi",2013,175376,555,95400,14.324324324324325
"Jackson, Mississippi",2014,172585,572,84000,12.237762237762238
"Jackson, Mississippi",2015,171146,578,90800,13.09111880046136
"Jackson, Mississippi",2016,170811,618,92600,12.486515641855448
"Jackson, Mississippi",2017,169141,643,88500,11.469673405909795
"Jackson, Mississippi",2018,167250,651,93400,11.955965181771633
"Jackson, Mississippi",2019,164720,641,94300,12.259490379615185
"Bayamón, Puerto Rico",2010,195815,412,146700,29.67233009708738
"Bayamón, Puerto Rico",2011,187219,429,141700,27.525252525252533
"Bayamón, Puerto Rico",2012,184282,512,144100,23.45377604166667
"Bayamón, Puerto Rico",2013,181758,411,143600,29.11597729115977
"Bayamón, Puerto Rico",2014,178894,427,145500,28.39578454332553
"Bayamón, Puerto Rico",2015,175826,449,140700,26.113585746102448
"Bayamón, Puerto Rico",2016,170259,464,140500,25.23347701149425
"Bayamón, Puerto Rico",2017,163941,455,136600,25.01831501831502
"Bayamón, Puerto Rico",2018,164319,498,129000,21.586345381526108
"Bayamón, Puerto Rico",2019,155832,466,130200,23.28326180257511
"Springfield, Missouri",2010,157647,501,106900,17.781104457751166
"Springfield, Missouri",2011,159643,492,107100,18.140243902439025
"Springfield, Missouri",2012,160662,513,109200,17.73879142300195
"Springfield, Missouri",2013,162193,514,104700,16.974708171206224
"Springfield, Missouri",2014,164133,533,104000,16.260162601626018
"Springfield, Missouri",2015,165399,554,108000,16.24548736462094
"Springfield, Missouri",2016,166798,551,113500,17.165759225650337
"Springfield, Missouri",2017,167313,565,115900,17.09439528023599
"Springfield, Missouri",2018,167376,581,121100,17.369477911646587
"Springfield, Missouri",2019,168113,589,120800,17.091114883984154
"McKinney, Texas",2010,127679,713,188800,22.066386161757823
"McKinney, Texas",2011,132147,806,181900,18.806865177832922
"McKinney, Texas",2012,136073,832,183600,18.389423076923077
"McKinney, Texas",2013,143216,950,194900,17.096491228070175
"McKinney, Texas",2014,148544,937,196400,17.467093561010316
"McKinney, Texas",2015,156753,894,221700,20.665548098434005
"McKinney, Texas",2016,162887,1028,254000,20.590142671854736
"McKinney, Texas",2017,172318,1136,278900,20.45921361502348
"McKinney, Texas",2018,181330,1244,317200,21.2486602357985
"McKinney, Texas",2019,191666,1215,328600,22.53772290809328
"Salem, Oregon",2010,159292,592,211300,29.74380630630631
"Salem, Oregon",2011,155004,611,192400,26.241134751773053
"Salem, Oregon",2012,156265,669,187200,23.318385650224208
"Salem, Oregon",2013,157425,650,180500,23.14102564102564
"Salem, Oregon",2014,160618,641,171400,22.282891315652627
"Salem, Oregon",2015,161648,676,182600,22.509861932938858
"Salem, Oregon",2016,164543,699,203200,24.225083452551264
"Salem, Oregon",2017,167421,799,221000,23.04964539007092
"Salem, Oregon",2018,169790,814,234900,24.04791154791155
"Salem, Oregon",2019,173420,895,260500,24.255121042830535
"Cary, North Carolina",2010,137163,749,305300,33.967512238540266
"Cary, North Carolina",2011,135418,736,297100,33.63903985507246
"Cary, North Carolina",2012,138926,774,314400,33.85012919896641
"Cary, North Carolina",2013,145830,855,298200,29.064327485380115
"Cary, North Carolina",2014,151560,908,302200,27.734948604992656
"Cary, North Carolina",2015,155724,884,298800,28.16742081447964
"Cary, North Carolina",2016,160514,936,322200,28.68589743589743
"Cary, North Carolina",2017,164007,1046,332800,26.51370299553856
"Cary, North Carolina",2018,166032,1088,356800,27.32843137254902
"Cary, North Carolina",2019,169537,1182,374200,26.381838691483363
"Alexandria, Virginia",2010,150006,1290,458100,29.59302325581395
"Alexandria, Virginia",2011,140912,1299,504200,32.345393892738
"Alexandria, Virginia",2012,144301,1342,477100,29.626179831097865
"Alexandria, Virginia",2013,146294,1372,501200,30.442176870748305
"Alexandria, Virginia",2014,148892,1491,462500,25.84954169461212
"Alexandria, Virginia",2015,150575,1428,520300,30.362978524743234
"Alexandria, Virginia",2016,153511,1498,541700,30.13462394303516
"Alexandria, Virginia",2017,155810,1519,578500,31.73688830370858
"Alexandria, Virginia",2018,160035,1607,573200,29.72412362580377
"Alexandria, Virginia",2019,160530,1666,561800,28.101240496198482
"Pasadena, Texas",2010,145783,619,108100,14.55304254173398
"Pasadena, Texas",2011,149722,631,99100,13.087691494981511
"Pasadena, Texas",2012,152295,616,109200,14.772727272727273
"Pasadena, Texas",2013,152257,633,101000,13.296471827277514
"Pasadena, Texas",2014,152734,668,98100,12.238023952095807
"Pasadena, Texas",2015,153914,698,109000,13.013371537726838
"Pasadena, Texas",2016,153786,718,111200,12.906220984215413
"Pasadena, Texas",2017,153359,767,115700,12.570621468926554
"Pasadena, Texas",2018,153533,754,122900,13.583112290008845
"Pasadena, Texas",2019,153212,850,132100,12.950980392156866
"Sunnyvale, California",2010,133967,1398,674100,40.1824034334764
"Sunnyvale, California",2011,140549,1333,719000,44.94873718429607
"Sunnyvale, California",2012,142299,1417,708000,41.63726182074807
"Sunnyvale, California",2013,146199,1554,702700,37.68232518232518
"Sunnyvale, California",2014,147559,1710,783700,38.19200779727095
"Sunnyvale, California",2015,149984,1825,866200,39.55251141552512
"Sunnyvale, California",2016,151760,2038,992400,40.578999018645725
"Sunnyvale, California",2017,152762,2262,1152500,42.45873857942824
"Sunnyvale, California",2018,153656,2271,1220900,44.80038162336709
"Sunnyvale, California",2019,153175,2499,1533000,51.120448179271705
"Kansas City, Kansas",2010,142214,492,96700,16.378726287262868
"Kansas City, Kansas",2011,147798,524,95100,15.124045801526716
"Kansas City, Kansas",2012,146198,531,86700,13.606403013182677
"Kansas City, Kansas",2013,145410,530,86100,13.537735849056606
"Kansas City, Kansas",2014,148112,556,87600,13.129496402877695
"Kansas City, Kansas",2015,148323,561,85200,12.655971479500892
"Kansas City, Kansas",2016,151261,610,87600,11.9672131147541
"Kansas City, Kansas",2017,153893,586,89600,12.741751990898747
"Kansas City, Kansas",2018,155031,632,103800,13.686708860759492
"Kansas City, Kansas",2019,154361,663,102600,12.895927601809955
"Escondido, California",2010,140184,988,321100,27.08333333333333
"Escondido, California",2011,144402,1079,330300,25.5097312326228
"Escondido, California",2012,146021,1049,318600,25.30981887511917
"Escondido, California",2013,147556,1070,312900,24.36915887850468
"Escondido, California",2014,148728,1132,350700,25.817137809187283
"Escondido, California",2015,150252,1127,367000,27.136941733215018
"Escondido, California",2016,151458,1146,384900,27.98865619546248
"Escondido, California",2017,151594,1204,450300,31.166943521594693
"Escondido, California",2018,151979,1340,442800,27.537313432835823
"Escondido, California",2019,152232,1385,466900,28.092659446450057
"Hollywood, Florida",2010,142615,884,213200,20.098039215686274
"Hollywood, Florida",2011,141202,896,176100,16.378348214285715
"Hollywood, Florida",2012,143351,855,167600,16.335282651072127
"Hollywood, Florida",2013,145241,881,161000,15.228906545592134
"Hollywood, Florida",2014,146522,927,181300,16.298094210715572
"Hollywood, Florida",2015,148040,974,174600,14.938398357289527
"Hollywood, Florida",2016,149721,984,201200,17.039295392953928
"Hollywood, Florida",2017,152007,1060,235500,18.514150943396228
"Hollywood, Florida",2018,153625,1058,261700,20.612791430371765
"Hollywood, Florida",2019,154813,1085,280000,21.505376344086017
"Rockford, Illinois",2010,158834,545,115100,17.59938837920489
"Rockford, Illinois",2011,152220,548,108700,16.529805352798054
"Rockford, Illinois",2012,152485,581,101500,14.558232931726911
"Rockford, Illinois",2013,151019,562,95600,14.175563463819694
"Rockford, Illinois",2014,152618,593,95000,13.350196739741428
"Rockford, Illinois",2015,148996,591,87400,12.323745064861814
"Rockford, Illinois",2016,149346,575,87200,12.63768115942029
"Rockford, Illinois",2017,147404,572,89200,12.995337995337994
"Rockford, Illinois",2018,148287,611,88800,12.111292962356794
"Rockford, Illinois",2019,147676,618,92800,12.513484358144552
"Joliet, Illinois",2010,144618,680,185600,22.745098039215694
"Joliet, Illinois",2011,150856,689,174000,21.04499274310595
"Joliet, Illinois",2012,152902,710,170800,20.046948356807512
"Joliet, Illinois",2013,146781,732,166900,19.0004553734062
"Joliet, Illinois",2014,148411,765,160200,17.450980392156858
"Joliet, Illinois",2015,146578,793,158300,16.635140815468684
"Joliet, Illinois",2016,150025,779,163000,17.43688489516474
"Joliet, Illinois",2017,146410,832,174700,17.497996794871796
"Joliet, Illinois",2018,147150,855,179700,17.514619883040936
"Joliet, Illinois",2019,149356,886,200900,18.89578630549285
"Paterson, New Jersey",2010,145836,869,316000,30.303030303030305
"Paterson, New Jersey",2011,146377,857,301100,29.278490859587716
"Paterson, New Jersey",2012,146426,911,276000,25.246981339187702
"Paterson, New Jersey",2013,145236,916,254200,23.125909752547308
"Paterson, New Jersey",2014,145952,942,235000,20.78910120311394
"Paterson, New Jersey",2015,146746,966,239300,20.64354727398206
"Paterson, New Jersey",2016,147757,955,226300,19.74694589877836
"Paterson, New Jersey",2017,147011,984,223600,18.93631436314363
"Paterson, New Jersey",2018,148678,1042,241800,19.337811900191934
"Paterson, New Jersey",2019,145626,1042,256000,20.47344849648113
"Bridgeport, Connecticut",2010,137304,825,218100,22.03030303030303
"Bridgeport, Connecticut",2011,144521,835,219300,21.886227544910174
"Bridgeport, Connecticut",2012,145634,826,189700,19.13841807909605
"Bridgeport, Connecticut",2013,146434,845,168500,16.617357001972387
"Bridgeport, Connecticut",2014,147216,915,163400,14.8816029143898
"Bridgeport, Connecticut",2015,147608,905,172900,15.920810313075506
"Bridgeport, Connecticut",2016,147619,921,167100,15.11943539630836
"Bridgeport, Connecticut",2017,145934,890,177400,16.61048689138577
"Bridgeport, Connecticut",2018,146582,906,177600,16.335540838852097
"Bridgeport, Connecticut",2019,144898,970,174800,15.017182130584192
"Naperville, Illinois",2010,143939,997,389000,32.51420929455032
"Naperville, Illinois",2011,141483,1078,394000,30.457637600494746
"Naperville, Illinois",2012,143289,1093,370500,28.247941445562677
"Naperville, Illinois",2013,145137,1142,361800,26.40105078809107
"Naperville, Illinois",2014,144736,1190,372000,26.05042016806723
"Naperville, Illinois",2015,145396,1215,397600,27.27023319615912
"Naperville, Illinois",2016,147159,1267,399200,26.256248355695877
"Naperville, Illinois",2017,148063,1339,421400,26.22603933283545
"Naperville, Illinois",2018,148584,1317,410000,25.94279929131865
"Naperville, Illinois",2019,147823,1347,432200,26.738431081415488
"Savannah, Georgia",2010,134703,658,157100,19.896149949341442
"Savannah, Georgia",2011,136651,663,152300,19.142785319255903
"Savannah, Georgia",2012,139499,679,133700,16.40893470790378
"Savannah, Georgia",2013,142010,693,140600,16.907166907166907
"Savannah, Georgia",2014,142772,701,143000,16.999524488825482
"Savannah, Georgia",2015,144355,688,144000,17.441860465116278
"Savannah, Georgia",2016,145684,758,141300,15.534300791556726
"Savannah, Georgia",2017,146762,755,146400,16.158940397350992
"Savannah, Georgia",2018,146449,805,148800,15.403726708074537
"Savannah, Georgia",2019,145852,818,172400,17.563162184189082
"Metairie, Louisiana",2010,145737,783,206500,21.977437207322264
"Metairie, Louisiana",2011,132938,761,202300,22.15286903197547
"Metairie, Louisiana",2012,137775,729,208000,23.77686328303612
"Metairie, Louisiana",2013,137210,733,215900,24.54524783992724
"Metairie, Louisiana",2014,143630,768,214100,23.231336805555557
"Metairie, Louisiana",2015,144239,766,212400,23.107049608355087
"Metairie, Louisiana",2016,146458,771,225100,24.32987462170341
"Metairie, Louisiana",2017,143475,824,231100,23.37176375404531
"Metairie, Louisiana",2018,146847,867,238400,22.91426374471357
"Metairie, Louisiana",2019,141114,839,244100,24.24513309495431
"Syracuse, New York",2010,138562,545,84400,12.905198776758409
"Syracuse, New York",2011,145216,551,88400,13.369630973986693
"Syracuse, New York",2012,145150,576,86700,12.543402777777779
"Syracuse, New York",2013,144161,582,87900,12.585910652920964
"Syracuse, New York",2014,144675,597,85700,11.962590731434956
"Syracuse, New York",2015,144263,619,91700,12.345180398492193
"Syracuse, New York",2016,144152,656,93100,11.826727642276422
"Syracuse, New York",2017,143378,648,92900,11.947016460905347
"Syracuse, New York",2018,143398,690,90100,10.881642512077295
"Syracuse, New York",2019,142740,682,96200,11.754643206256109
"Mesquite, Texas",2010,133356,723,112400,12.955278930382665
"Mesquite, Texas",2011,140293,730,112900,12.888127853881281
"Mesquite, Texas",2012,142574,736,106900,12.10371376811594
"Mesquite, Texas",2013,143484,737,105400,11.917684305744007
"Mesquite, Texas",2014,143341,792,108600,11.426767676767676
"Mesquite, Texas",2015,144289,795,105300,11.037735849056604
"Mesquite, Texas",2016,145124,772,118200,12.759067357512953
"Mesquite, Texas",2017,143763,890,122700,11.48876404494382
"Mesquite, Texas",2018,143822,875,142000,13.523809523809526
"Mesquite, Texas",2019,142874,945,156900,13.835978835978837
"Dayton, Ohio",2010,153832,448,74200,13.802083333333336
"Dayton, Ohio",2011,141501,476,72000,12.605042016806722
"Dayton, Ohio",2012,142154,469,68600,12.18905472636816
"Dayton, Ohio",2013,141354,464,67400,12.104885057471266
"Dayton, Ohio",2014,143355,467,66200,11.812990720913634
"Dayton, Ohio",2015,140995,479,66200,11.517049408489909
"Dayton, Ohio",2016,140597,494,65700,11.082995951417004
"Dayton, Ohio",2017,140478,513,66900,10.867446393762183
"Dayton, Ohio",2018,140379,527,63900,10.10436432637571
"Dayton, Ohio",2019,140638,543,66500,10.205647636586862
"Killeen, Texas",2010,119509,638,110500,14.433124346917449
"Killeen, Texas",2011,129070,616,104900,14.191017316017316
"Killeen, Texas",2012,130005,662,114600,14.425981873111782
"Killeen, Texas",2013,134662,644,114300,14.790372670807455
"Killeen, Texas",2014,137160,682,125100,15.285923753665688
"Killeen, Texas",2015,138143,705,115500,13.652482269503546
"Killeen, Texas",2016,140809,727,117300,13.44566712517194
"Killeen, Texas",2017,143397,705,119900,14.1725768321513
"Killeen, Texas",2018,145484,740,128300,14.448198198198199
"Killeen, Texas",2019,149102,765,124200,13.529411764705882
"McAllen, Texas",2010,132228,501,99300,16.51696606786427
"McAllen, Texas",2011,130767,560,105300,15.669642857142858
"McAllen, Texas",2012,133756,539,109000,16.85219542362399
"McAllen, Texas",2013,134729,567,114800,16.872427983539094
"McAllen, Texas",2014,136631,592,114700,16.145833333333332
"McAllen, Texas",2015,138584,580,120800,17.35632183908046
"McAllen, Texas",2016,140253,605,118700,16.349862258953163
"McAllen, Texas",2017,142203,616,118100,15.9767316017316
"McAllen, Texas",2018,142699,642,131000,17.004153686396673
"McAllen, Texas",2019,143429,632,130900,17.260021097046412
"Bellevue, Washington",2010,126630,1132,544900,40.113368669022385
"Bellevue, Washington",2011,122808,1144,522100,38.03175990675991
"Bellevue, Washington",2012,124790,1190,521300,36.50560224089636
"Bellevue, Washington",2013,126447,1249,507600,33.867093674939944
"Bellevue, Washington",2014,133990,1350,551300,34.03086419753087
"Bellevue, Washington",2015,136426,1442,597300,34.51803051317614
"Bellevue, Washington",2016,139814,1581,645300,34.01328273244782
"Bellevue, Washington",2017,141415,1747,756800,36.09998091967182
"Bellevue, Washington",2018,144459,1747,806800,38.48502194237741
"Bellevue, Washington",2019,147595,1862,924500,41.37576083064805
"West Valley City, Utah",2010,125089,727,188600,21.61852361302155
"West Valley City, Utah",2011,130026,721,177900,20.56171983356449
"West Valley City, Utah",2012,131928,759,169200,18.57707509881423
"West Valley City, Utah",2013,132431,746,159500,17.817247542448612
"West Valley City, Utah",2014,133597,790,158900,16.761603375527425
"West Valley City, Utah",2015,134492,825,168500,17.02020202020202
"West Valley City, Utah",2016,136224,813,178400,18.286182861828614
"West Valley City, Utah",2017,136579,900,202200,18.722222222222214
"West Valley City, Utah",2018,136166,915,219800,20.018214936247727
"West Valley City, Utah",2019,136420,1036,242300,19.490025740025736
"Warren, Michigan",2010,133889,622,111300,14.911575562700966
"Warren, Michigan",2011,134075,662,91600,11.530715005035248
"Warren, Michigan",2012,134250,651,84500,10.816692268305173
"Warren, Michigan",2013,134155,688,83100,10.065406976744184
"Warren, Michigan",2014,134875,661,83200,10.48915784165406
"Warren, Michigan",2015,135099,719,89100,10.326842837273992
"Warren, Michigan",2016,135356,713,104500,12.21365123889668
"Warren, Michigan",2017,135121,717,113500,13.191538819153886
"Warren, Michigan",2018,135029,768,124700,13.530815972222221
"Warren, Michigan",2019,134583,753,138200,15.294378043382027
"Thornton, Colorado",2010,117636,828,209500,21.084943639291467
"Thornton, Colorado",2011,119324,869,203700,19.53394706559264
"Thornton, Colorado",2012,121449,838,206300,20.515115354017503
"Thornton, Colorado",2013,124131,917,194800,17.702653580516177
"Thornton, Colorado",2014,127352,975,218400,18.666666666666668
"Thornton, Colorado",2015,130309,1072,216600,16.83768656716418
"Thornton, Colorado",2016,133459,1209,255500,17.610973256134546
"Thornton, Colorado",2017,136690,1178,284300,20.11177136389361
"Thornton, Colorado",2018,136992,1276,324800,21.21212121212121
"Thornton, Colorado",2019,139430,1360,358700,21.97916666666667
"Columbia, South Carolina",2010,129539,616,165700,22.416125541125545
"Columbia, South Carolina",2011,129139,604,159800,22.047461368653426
"Columbia, South Carolina",2012,130092,620,159300,21.411290322580644
"Columbia, South Carolina",2013,131303,641,162900,21.17784711388456
"Columbia, South Carolina",2014,133377,667,163600,20.439780109945023
"Columbia, South Carolina",2015,131758,671,157800,19.597615499254843
"Columbia, South Carolina",2016,133393,678,172400,21.189773844641106
"Columbia, South Carolina",2017,133972,715,164600,19.184149184149184
"Columbia, South Carolina",2018,133578,699,192500,22.949451597520266
"Columbia, South Carolina",2019,133610,757,181300,19.95816820783796
"Carrollton, Texas",2010,129184,760,172500,18.914473684210527
"Carrollton, Texas",2011,119759,766,167100,18.178851174934724
"Carrollton, Texas",2012,122656,770,158800,17.186147186147185
"Carrollton, Texas",2013,125395,807,167500,17.296571664601405
"Carrollton, Texas",2014,126695,864,167600,16.165123456790127
"Carrollton, Texas",2015,128342,859,181800,17.636786961583237
"Carrollton, Texas",2016,133146,954,193400,16.893780573025857
"Carrollton, Texas",2017,133351,977,209800,17.894916410781306
"Carrollton, Texas",2018,135709,1051,240700,19.08499841420869
"Carrollton, Texas",2019,136869,1120,272000,20.238095238095237
"Charleston, South Carolina",2010,115459,784,272000,28.91156462585034
"Charleston, South Carolina",2011,119834,744,258000,28.89784946236559
"Charleston, South Carolina",2012,123240,798,232100,24.237677527151213
"Charleston, South Carolina",2013,125941,818,251600,25.631621841890787
"Charleston, South Carolina",2014,130428,830,241500,24.24698795180723
"Charleston, South Carolina",2015,130750,899,259800,24.082313681868744
"Charleston, South Carolina",2016,135524,957,293500,25.55729710902125
"Charleston, South Carolina",2017,137539,961,297700,25.81512313562261
"Charleston, South Carolina",2018,139906,1079,344600,26.61414890330553
"Charleston, South Carolina",2019,141088,1127,360800,26.678497485950903
"Roseville, California",2010,115694,1064,342400,26.81704260651629
"Roseville, California",2011,119335,1003,312000,25.922233300099702
"Roseville, California",2012,121755,1037,307500,24.71070395371263
"Roseville, California",2013,124525,1106,288500,21.737492465340566
"Roseville, California",2014,127039,1246,323200,21.615837346174427
"Roseville, California",2015,128593,1205,366500,25.34578146611341
"Roseville, California",2016,130282,1225,380900,25.91156462585034
"Roseville, California",2017,132683,1295,414200,26.65379665379665
"Roseville, California",2018,135325,1461,441100,25.159707962582704
"Roseville, California",2019,139110,1440,470900,27.251157407407412
"Coral Springs, Florida",2010,126507,1110,303100,22.755255255255257
"Coral Springs, Florida",2011,121492,1113,270900,20.28301886792453
"Coral Springs, Florida",2012,123336,1108,250900,18.870336943441643
"Coral Springs, Florida",2013,125275,1140,265200,19.385964912280702
"Coral Springs, Florida",2014,126595,1034,268100,21.607027724049
"Coral Springs, Florida",2015,127963,1165,303200,21.68812589413448
"Coral Springs, Florida",2016,129502,1220,318800,21.775956284153004
"Coral Springs, Florida",2017,130046,1295,336100,21.62805662805663
"Coral Springs, Florida",2018,133058,1313,347400,22.04874333587205
"Coral Springs, Florida",2019,133493,1390,379100,22.72781774580336
"Elizabeth, New Jersey",2010,125299,857,329300,32.02061454686892
"Elizabeth, New Jersey",2011,125222,880,311200,29.46969696969697
"Elizabeth, New Jersey",2012,125662,877,270400,25.693652603572787
"Elizabeth, New Jersey",2013,126459,903,241100,22.249907715023994
"Elizabeth, New Jersey",2014,127552,925,262500,23.64864864864865
"Elizabeth, New Jersey",2015,128695,945,258400,22.78659611992945
"Elizabeth, New Jersey",2016,129012,950,262900,23.061403508771928
"Elizabeth, New Jersey",2017,128638,945,263800,23.262786596119927
"Elizabeth, New Jersey",2018,130222,1023,272700,22.214076246334308
"Elizabeth, New Jersey",2019,128882,1043,306100,24.456695429849788
"Stamford, Connecticut",2010,121025,1357,552700,33.94129206583149
"Stamford, Connecticut",2011,122902,1262,532100,35.13602746962493
"Stamford, Connecticut",2012,123871,1298,540700,34.71366204417052
"Stamford, Connecticut",2013,125102,1424,478000,27.97284644194757
"Stamford, Connecticut",2014,126455,1378,498800,30.164489598451862
"Stamford, Connecticut",2015,128283,1557,520000,27.83129950760009
"Stamford, Connecticut",2016,128877,1470,510400,28.93424036281179
"Stamford, Connecticut",2017,129105,1541,526300,28.46095608911962
"Stamford, Connecticut",2018,130835,1603,517700,26.913079642337284
"Stamford, Connecticut",2019,129770,1617,528900,27.25726654298083
"Simi Valley, California",2010,120925,1528,453000,24.705497382198953
"Simi Valley, California",2011,124596,1469,456900,25.918992511912865
"Simi Valley, California",2012,125546,1525,419500,22.923497267759558
"Simi Valley, California",2013,125794,1532,393200,21.3881636205396
"Simi Valley, California",2014,126177,1484,442900,24.87084456424079
