date,"Atlanta-Sandy Springs-Roswell, GA Metro Area","Baltimore-Columbia-Towson, MD Metro Area","Boston-Cambridge-Newton, MA-NH Metro Area","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","Cincinnati, OH-KY-IN Metro Area","Cleveland-Elyria, OH Metro Area","Dallas-Fort Worth-Arlington, TX Metro Area","Denver-Aurora-Lakewood, CO Metro Area","Detroit-Warren-Dearborn, MI Metro Area","Houston-The Woodlands-Sugar Land, TX Metro Area","Kansas City, MO-KS Metro Area","Los Angeles-Long Beach-Anaheim, CA Metro Area","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area","Milwaukee-Waukesha-West Allis, WI Metro Area","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","New York-Newark-Jersey City, NY-NJ-PA Metro Area","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","Phoenix-Mesa-Scottsdale, AZ Metro Area","Pittsburgh, PA Metro Area","Portland-Vancouver-Hillsboro, OR-WA Metro Area","Riverside-San Bernardino-Ontario, CA Metro Area","San Diego-Carlsbad, CA Metro Area","San Francisco-Oakland-Hayward, CA Metro Area","St. Louis, MO-IL Metro Area","Tampa-St. Petersburg-Clearwater, FL Metro Area","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",All Cities Average
1990-01-01,17.625529355312818,,25.608054070002115,22.768602485963783,20.56363018553348,19.61903428161143,18.502812477593878,17.695634242296883,17.78337394680692,16.67936837203541,19.192930717901277,37.704519818820124,13.45649662953056,16.724084008044827,19.22403481711535,30.662413128597812,16.541787533463587,,15.456420892006578,16.784512440177057,,28.524070260390282,38.83876133350326,18.041672376547933,15.650736772985649,,21.07493091573823
1990-02-01,17.538321701369064,,25.591217742539914,22.510966248498846,20.643410295480937,19.63453114913245,18.289002200075014,17.788926282798236,17.862823123039863,16.594615483966123,19.121677853271876,37.730186612434025,13.444856061511937,16.91967447804693,19.21395815355367,30.725074735808832,16.53053461677416,,15.468736765227298,17.238615799594733,,28.556284831970956,38.70816697797702,18.013635589637992,15.583825040767142,,21.077683715612594
1990-03-01,17.451114047425314,,25.45731993878562,22.479171098430353,20.723190405428394,19.49593445866799,18.32157388698521,17.88221832329959,17.78337394680692,16.427667642075118,19.050424988642476,37.34881680166144,13.815336539651375,17.115264948049028,19.203881489991993,30.43482436718447,16.418841815309467,,15.358595443322988,17.69271915901241,,28.588499403551626,38.68215342490042,17.874748653711716,15.516913308548634,,21.051026549611027
1990-04-01,17.451114047425314,,23.996963666088188,22.545380892964143,20.723190405428394,19.720753278803087,18.397358539813077,17.88221832329959,18.053486340930593,16.418037999001957,19.050424988642476,37.47385860970036,13.370592927646715,17.115264948049028,19.203881489991993,29.667801273715195,16.30570788414142,,15.729176054977785,17.69271915901241,,28.588499403551626,37.967813384993384,17.88127820632385,15.516913308548634,,20.943292506047694
1990-05-01,17.311606595011302,,24.368050733089554,22.56118003864947,20.521391547547815,19.69013099110308,18.44654933804787,18.049968964231105,17.81559267025947,16.401734088377324,18.91435052443789,37.347513840281266,13.370592927646715,16.669886306278237,19.024963339464115,29.45038234366132,16.197075586445607,,15.629860026217074,17.172747520928514,,28.014048645275302,38.119988989742865,17.78565639773388,15.55243435157821,,20.837077534818544
1990-06-01,17.311606595011302,,24.41524515026145,22.592844852738803,20.521391547547815,19.844200873662576,18.26745662602799,18.049968964231105,17.789546482145056,16.288507127214956,18.91435052443789,37.17205572156854,13.165592354650427,16.669886306278237,19.024963339464115,29.45038234366132,16.207873636836574,,15.55619218634488,17.172747520928514,,28.014048645275302,37.71686947630209,17.691051842426788,15.587955394607787,,20.79203352325561
1990-07-01,17.3914624409191,,24.18478695505004,22.576495691988374,20.757185788262355,20.12571989441081,18.165427311370106,18.195614234114995,17.808540374914408,16.22770961828435,18.995813215124574,37.049227362075925,13.121880618453384,16.922460341221846,19.16472228190654,28.995588561833383,16.162303731664874,,15.8194659306213,17.888817227882775,,28.332246619610892,37.50021909021376,17.68295963793503,15.587955394607787,,20.848027378293935
1990-08-01,17.331570556488252,,24.342035244744775,22.390169730293827,20.763262959414792,19.95437088602187,18.293578474060542,18.234536676928798,17.86042250273644,16.07182383905011,18.913278646928852,37.02447837920213,13.110863086447967,16.94814583630086,19.138101530965123,28.78602780350213,15.908777398619147,,15.732885585418524,18.06977347151743,,28.193350678432658,37.327293178730564,17.7098948392114,15.54995613927382,,20.80248170201318
1990-09-01,17.27167867205741,,24.263156323018443,22.390169730293827,20.76934013056723,19.635222532170793,18.0233866112812,18.273459119742597,17.938814993604346,15.798648363032262,18.83074407873313,36.56045127550501,12.926355907251265,16.97383133137987,19.11148078002371,28.861880314183292,15.898386296464597,,15.550510559312437,18.25072971515208,,28.05445473725442,37.425912183165785,18.09579138045492,15.511956883939856,,20.74619826902675
1990-10-01,17.27167867205741,,23.192592333409888,22.25572611597279,20.76934013056723,19.44779952587482,17.69704030910425,18.273459119742597,17.73509356139457,15.858153141531705,18.83074407873313,36.01774605007276,12.996811801041448,16.97383133137987,19.11148078002371,28.139618351091176,15.84452775904387,,15.656369794946901,18.25072971515208,,28.05445473725442,36.16696806541824,17.406595404383456,15.511956883939856,,20.52103262100619
